SF,C,SG,PG,PF,F,G,UTIL,Type,Salary,Sig
1630598,1629651,1629004,1628983,1642461,203501,1630530,1641710,GEN_LEVERAGE,49300,1628983|1629004|1629651|1630530|1630598|1641710|1642461|203501
1631114,1628976,1629130,1630178,1631094,201587,1629611,1642856,GEN_LEVERAGE,50000,1628976|1629130|1629611|1630178|1631094|1631114|1642856|201587
1641731,1627826,1630217,1642354,1629627,1642377,1642849,203954,GEN_LEVERAGE,49700,1627826|1629627|1630217|1641731|1642354|1642377|1642849|203954
1629628,1628976,1629652,1628983,1628970,1630573,1629673,1642285,GEN_LEVERAGE,50000,1628970|1628976|1628983|1629628|1629652|1629673|1630573|1642285
1626220,1630168,1629652,1630200,1642852,1629008,1630700,1631128,GEN_LEVERAGE,49400,1626220|1629008|1629652|1630168|1630200|1630700|1631128|1642852
1627759,1629651,1629004,1630200,1630573,203932,1630217,1631128,GEN_LEVERAGE,49700,1627759|1629004|1629651|1630200|1630217|1630573|1631128|203932
1628960,1626157,1630530,1641710,1630598,203501,1631128,1642285,GEN_LEVERAGE,49600,1626157|1628960|1630530|1630598|1631128|1641710|1642285|203501
1630598,203954,1629652,1642266,1628970,1631094,1630217,1642347,GEN_LEVERAGE,49700,1628970|1629652|1630217|1630598|1631094|1642266|1642347|203954
1626220,1628976,1629130,1630178,1630573,1631094,1631128,1642852,GEN_LEVERAGE,49900,1626220|1628976|1629130|1630178|1630573|1631094|1631128|1642852
203501,1628976,1629130,1642285,1628970,1631096,1629652,203954,GEN_LEVERAGE,49700,1628970|1628976|1629130|1629652|1631096|1642285|203501|203954
1630573,203954,1642962,1641710,1628970,1630552,1642849,1642461,GEN_LEVERAGE,50000,1628970|1630552|1630573|1641710|1642461|1642849|1642962|203954
1630573,1628976,1629611,1627739,1631094,1641731,1628983,1629673,GEN_LEVERAGE,49600,1627739|1628976|1628983|1629611|1629673|1630573|1631094|1641731
1628960,1628976,1628971,1628379,1630552,202331,1642285,1629651,GEN_LEVERAGE,49900,1628379|1628960|1628971|1628976|1629651|1630552|1642285|202331
1627759,1626157,1629004,1627739,1630573,1628969,1630200,1631128,GEN_LEVERAGE,48500,1626157|1627739|1627759|1628969|1629004|1630200|1630573|1631128
1628415,1628976,1627742,1629630,1628970,1641730,1629004,1631128,GEN_LEVERAGE,49400,1627742|1628415|1628970|1628976|1629004|1629630|1631128|1641730
1628960,1629674,1629004,1629673,1628374,1630567,1630193,1630200,GEN_LEVERAGE,49900,1628374|1628960|1629004|1629673|1629674|1630193|1630200|1630567
1626220,1627826,1642266,1628983,1630552,1630573,1642849,1628976,GEN_LEVERAGE,49400,1626220|1627826|1628976|1628983|1630552|1630573|1642266|1642849
1629008,1629651,1629130,1629630,1641730,1631114,1631128,1642461,GEN_LEVERAGE,49900,1629008|1629130|1629630|1629651|1631114|1631128|1641730|1642461
1626220,1629651,1629130,1628983,1641730,1631114,1630200,1631128,GEN_LEVERAGE,49900,1626220|1628983|1629130|1629651|1630200|1631114|1631128|1641730
1631114,1629651,1629130,1627739,1629627,1631096,1630200,1629674,GEN_LEVERAGE,49700,1627739|1629130|1629627|1629651|1629674|1630200|1631096|1631114
1630573,1629651,1628960,1628983,202331,203501,1629673,1630200,GEN_LEVERAGE,49300,1628960|1628983|1629651|1629673|1630200|1630573|202331|203501
1626220,1642852,1629652,1628971,1631096,1641731,1628983,1642285,GEN_LEVERAGE,49900,1626220|1628971|1628983|1629652|1631096|1641731|1642285|1642852
1642461,203954,1629652,1628971,1631094,1642846,1629673,1630200,GEN_LEVERAGE,49700,1628971|1629652|1629673|1630200|1631094|1642461|1642846|203954
1630533,1628976,1629656,1626164,1628970,1630567,1642285,201587,GEN_LEVERAGE,49900,1626164|1628970|1628976|1629656|1630533|1630567|1642285|201587
1626220,203954,1628379,1627739,1628970,1630533,1628971,1630552,GEN_LEVERAGE,49800,1626220|1627739|1628379|1628970|1628971|1630533|1630552|203954
203501,1628976,1627739,1630200,1631094,202331,1641718,1642849,GEN_LEVERAGE,49800,1627739|1628976|1630200|1631094|1641718|1642849|202331|203501
1627759,1629651,1629656,1628379,1628374,1628960,1642285,1642849,GEN_LEVERAGE,49100,1627759|1628374|1628379|1628960|1629651|1629656|1642285|1642849
1628960,1629674,1629004,1627750,1630573,1631094,1629611,1641718,GEN_LEVERAGE,50000,1627750|1628960|1629004|1629611|1629674|1630573|1631094|1641718
1642346,1626157,1627739,1627750,1626220,1642377,1630200,1629674,GEN_LEVERAGE,48300,1626157|1626220|1627739|1627750|1629674|1630200|1642346|1642377
1631114,1629651,1642266,1642268,1628374,1631094,1642354,1641731,GEN_LEVERAGE,49500,1628374|1629651|1631094|1631114|1641731|1642266|1642268|1642354
1628960,1642852,1628379,1627750,1631094,1641730,1631128,1642347,GEN_LEVERAGE,49800,1627750|1628379|1628960|1631094|1631128|1641730|1642347|1642852
1628960,1642259,1629004,1629630,1631094,1631096,1629130,1642347,GEN_LEVERAGE,49600,1628960|1629004|1629130|1629630|1631094|1631096|1642259|1642347
1628415,203954,1628379,1627739,1631094,1642846,1628971,1642285,GEN_LEVERAGE,50000,1627739|1628379|1628415|1628971|1631094|1642285|1642846|203954
1626220,1627826,1628971,1629656,1630567,203501,1630178,1642347,GEN_LEVERAGE,49800,1626220|1627826|1628971|1629656|1630178|1630567|1642347|203501
1629008,202696,1642962,1642285,1630573,202695,1642849,203932,GEN_LEVERAGE,50000,1629008|1630573|1642285|1642849|1642962|202695|202696|203932
1628960,1627826,1642285,1641710,1630552,1642846,1642354,201587,GEN_LEVERAGE,50000,1627826|1628960|1630552|1641710|1642285|1642354|1642846|201587
1627759,1642852,1629130,1629630,1631094,1642846,1642266,201587,GEN_LEVERAGE,49800,1627759|1629130|1629630|1631094|1642266|1642846|1642852|201587
1626220,1626157,1629130,1628971,1630567,1631114,1629656,1628976,GEN_LEVERAGE,49800,1626157|1626220|1628971|1628976|1629130|1629656|1630567|1631114
1627759,1628976,1629611,1629630,1626220,1642461,1630200,1642851,GEN_LEVERAGE,50000,1626220|1627759|1628976|1629611|1629630|1630200|1642461|1642851
1629008,1628976,1629130,1629656,1629627,1630573,1642268,1631114,GEN_LEVERAGE,49400,1628976|1629008|1629130|1629627|1629656|1630573|1631114|1642268
1626220,203954,1627739,1628379,1630573,203501,1629630,1630178,GEN_LEVERAGE,49500,1626220|1627739|1628379|1629630|1630178|1630573|203501|203954
1628960,203954,1630200,1628983,1626220,1642346,1642285,1642849,GEN_LEVERAGE,49700,1626220|1628960|1628983|1630200|1642285|1642346|1642849|203954
1626220,202696,1631128,1629673,1631094,1642461,1630163,1642266,GEN_LEVERAGE,50000,1626220|1629673|1630163|1631094|1631128|1642266|1642461|202696
1626220,203954,1628971,1628401,1628374,1630573,1631128,201587,GEN_LEVERAGE,48400,1626220|1628374|1628401|1628971|1630573|1631128|201587|203954
1628960,1629674,1629611,1628379,1626220,1631114,1628973,1630178,GEN_LEVERAGE,49900,1626220|1628379|1628960|1628973|1629611|1629674|1630178|1631114
1642346,203954,1629130,1628971,1631094,1642852,1630200,1642285,GEN_LEVERAGE,49700,1628971|1629130|1630200|1631094|1642285|1642346|1642852|203954
1629008,1628976,1629130,1642347,1628970,1631094,1642856,203501,GEN_LEVERAGE,50000,1628970|1628976|1629008|1629130|1631094|1642347|1642856|203501
1630573,203954,1628379,1630193,1630552,203932,1642268,1642849,GEN_LEVERAGE,49700,1628379|1630193|1630552|1630573|1642268|1642849|203932|203954
1626220,1626157,1629130,1630200,1628970,1630573,1642285,203954,GEN_LEVERAGE,50000,1626157|1626220|1628970|1629130|1630200|1630573|1642285|203954
1630533,1642259,1629611,1641718,1628970,1631114,1642851,1642461,GEN_LEVERAGE,49600,1628970|1629611|1630533|1631114|1641718|1642259|1642461|1642851
1631114,1627826,1628960,1627739,1626220,1631096,1629004,1629651,GEN_LEVERAGE,48100,1626220|1627739|1627826|1628960|1629004|1629651|1631096|1631114
1629008,1628976,1628960,1627739,1626220,1641730,1630200,1642259,GEN_LEVERAGE,49700,1626220|1627739|1628960|1628976|1629008|1630200|1641730|1642259
1628960,203954,1627739,1631221,1626220,203501,1642849,201935,GEN_LEVERAGE,50000,1626220|1627739|1628960|1631221|1642849|201935|203501|203954
1631114,203954,1629004,1627739,1631096,1642846,1629611,1629630,GEN_LEVERAGE,49900,1627739|1629004|1629611|1629630|1631096|1631114|1642846|203954
1630573,1629674,1629130,1630163,1631094,1642346,1630700,203954,GEN_LEVERAGE,50000,1629130|1629674|1630163|1630573|1630700|1631094|1642346|203954
1626220,1629674,1629130,1627739,1628970,1631094,1630200,1631114,GEN_LEVERAGE,49800,1626220|1627739|1628970|1629130|1629674|1630200|1631094|1631114
1629628,1626157,1629656,1630163,201587,1631114,1642856,1641731,GEN_LEVERAGE,49900,1626157|1629628|1629656|1630163|1631114|1641731|1642856|201587
1626220,203954,1627742,1628983,1642275,1641731,1629004,1642266,GEN_LEVERAGE,48500,1626220|1627742|1628983|1629004|1641731|1642266|1642275|203954
1630573,1626157,1629656,1627739,1628970,1641731,1631128,202696,GEN_LEVERAGE,48300,1626157|1627739|1628970|1629656|1630573|1631128|1641731|202696
1641706,203954,1628971,1628973,1626220,203501,1630700,1642849,GEN_LEVERAGE,50000,1626220|1628971|1628973|1630700|1641706|1642849|203501|203954
1642846,1628976,1629004,1630178,1631094,201587,1641718,1642849,GEN_LEVERAGE,49800,1628976|1629004|1630178|1631094|1641718|1642846|1642849|201587
1642377,1628976,1629004,1629630,1630552,1631096,1629611,1642846,GEN_LEVERAGE,50000,1628976|1629004|1629611|1629630|1630552|1631096|1642377|1642846
1630533,1628976,1629611,1630163,1631096,1642846,1630200,1630217,GEN_LEVERAGE,48500,1628976|1629611|1630163|1630200|1630217|1630533|1631096|1642846
1631114,203954,1628379,1627739,202331,1642262,1641710,1642285,GEN_LEVERAGE,49200,1627739|1628379|1631114|1641710|1642262|1642285|202331|203954
1641731,1627826,1642266,1628973,1641730,203501,1642268,202696,GEN_LEVERAGE,48400,1627826|1628973|1641730|1641731|1642266|1642268|202696|203501
1628969,1627826,1629004,1630178,1626220,1629628,1630200,1631128,GEN_LEVERAGE,49800,1626220|1627826|1628969|1629004|1629628|1630178|1630200|1631128
1642262,1626157,1629611,1626164,1631094,1642846,1631128,1642268,GEN_LEVERAGE,49700,1626157|1626164|1629611|1631094|1631128|1642262|1642268|1642846
1629628,1627826,1630200,1628379,1631094,1631096,1642285,1642383,GEN_LEVERAGE,50000,1627826|1628379|1629628|1630200|1631094|1631096|1642285|1642383
1628960,1629651,1627742,1627739,1628970,1630573,1629673,1630163,GEN_LEVERAGE,49800,1627739|1627742|1628960|1628970|1629651|1629673|1630163|1630573
1629008,1629651,1629004,1629630,1626220,1631114,1629656,1641731,GEN_LEVERAGE,49600,1626220|1629004|1629008|1629630|1629651|1629656|1631114|1641731
1631114,1642852,1629652,1630202,1628374,203932,1642849,1642851,GEN_LEVERAGE,50000,1628374|1629652|1630202|1631114|1642849|1642851|1642852|203932
1642846,1628976,1629652,1642285,1628374,1630552,1642849,1641730,GEN_LEVERAGE,49600,1628374|1628976|1629652|1630552|1641730|1642285|1642846|1642849
1631114,1629674,1628401,1641718,1630573,203501,1642268,1642851,GEN_LEVERAGE,49700,1628401|1629674|1630573|1631114|1641718|1642268|1642851|203501
1641731,1628976,1629130,1628973,1641730,201587,1628983,1642268,GEN_LEVERAGE,49500,1628973|1628976|1628983|1629130|1641730|1641731|1642268|201587
1629008,203954,1629652,1628971,1626220,1630573,1642285,1631114,GEN_LEVERAGE,49500,1626220|1628971|1629008|1629652|1630573|1631114|1642285|203954
1631114,1629651,1628960,1631221,1626220,1641731,1630217,1631128,GEN_LEVERAGE,50000,1626220|1628960|1629651|1630217|1631114|1631128|1631221|1641731
1626220,203954,1629652,1628973,1631096,1642275,1642285,1642849,GEN_LEVERAGE,48400,1626220|1628973|1629652|1631096|1642275|1642285|1642849|203954
1626220,203954,1628971,1626164,1630573,1631096,1629656,1642377,GEN_LEVERAGE,49900,1626164|1626220|1628971|1629656|1630573|1631096|1642377|203954
1626220,1629674,1628971,1627739,1630552,1630583,1629611,1629630,GEN_LEVERAGE,49400,1626220|1627739|1628971|1629611|1629630|1629674|1630552|1630583
1626220,1642852,1628971,1630178,1630567,1642846,1629652,1642268,GEN_LEVERAGE,49800,1626220|1628971|1629652|1630178|1630567|1642268|1642846|1642852
1626220,203937,1627739,1628983,1628374,203501,1630193,1630200,GEN_LEVERAGE,50000,1626220|1627739|1628374|1628983|1630193|1630200|203501|203937
1626220,202696,1629130,1628971,1628970,1631096,1629673,1631114,GEN_LEVERAGE,49900,1626220|1628970|1628971|1629130|1629673|1631096|1631114|202696
1642461,1629651,1629673,1628971,1630552,203937,1630217,1642285,GEN_LEVERAGE,50000,1628971|1629651|1629673|1630217|1630552|1642285|1642461|203937
1627759,1629651,1627739,1628983,1628415,1641731,1642266,201587,GEN_LEVERAGE,50000,1627739|1627759|1628415|1628983|1629651|1641731|1642266|201587
1641731,1626157,1629652,1630178,1626220,203501,1642285,1628976,GEN_LEVERAGE,50000,1626157|1626220|1628976|1629652|1630178|1641731|1642285|203501
1628960,203954,1629004,1642285,1628970,1630598,1629130,1631094,GEN_LEVERAGE,50000,1628960|1628970|1629004|1629130|1630598|1631094|1642285|203954
1626220,203937,1631128,1630202,1630598,1627759,1641710,1631096,GEN_LEVERAGE,49500,1626220|1627759|1630202|1630598|1631096|1631128|1641710|203937
203501,1627826,1629611,1628379,1628970,203932,1630700,203954,GEN_LEVERAGE,49900,1627826|1628379|1628970|1629611|1630700|203501|203932|203954
1626220,202696,1630200,1629630,1630573,1631096,1630700,1642846,GEN_LEVERAGE,49900,1626220|1629630|1630200|1630573|1630700|1631096|1642846|202696
1626220,1628976,1629611,1628971,201587,1629008,1630178,1641710,GEN_LEVERAGE,50000,1626220|1628971|1628976|1629008|1629611|1630178|1641710|201587
1630598,1628976,1629652,1627739,1628374,1628970,1641718,1642285,GEN_LEVERAGE,49900,1627739|1628374|1628970|1628976|1629652|1630598|1641718|1642285
1626162,1628976,1642851,1629673,201587,203501,1630178,202696,GEN_LEVERAGE,50000,1626162|1628976|1629673|1630178|1642851|201587|202696|203501
1631212,1626157,1630200,1628971,1641730,1641731,1642285,1630168,GEN_LEVERAGE,50000,1626157|1628971|1630168|1630200|1631212|1641730|1641731|1642285
1628960,1627826,1629611,1630200,1628970,1642852,1641710,1628976,GEN_LEVERAGE,50000,1627826|1628960|1628970|1628976|1629611|1630200|1641710|1642852
1630573,1629651,1629130,1629656,1630567,1630598,1641718,201935,GEN_LEVERAGE,49700,1629130|1629651|1629656|1630567|1630573|1630598|1641718|201935
1628960,203937,1627742,1627739,1628374,1631094,1629130,1630200,GEN_LEVERAGE,50000,1627739|1627742|1628374|1628960|1629130|1630200|1631094|203937
1626220,1642852,1628960,1628379,1631094,1642461,1629673,1630163,GEN_LEVERAGE,49400,1626220|1628379|1628960|1629673|1630163|1631094|1642461|1642852
1626220,1626157,1627739,1629656,1631094,1642461,1642856,1629674,GEN_LEVERAGE,49500,1626157|1626220|1627739|1629656|1629674|1631094|1642461|1642856
1626220,203954,1628379,1628983,1631094,201587,1629652,1642347,GEN_LEVERAGE,49900,1626220|1628379|1628983|1629652|1631094|1642347|201587|203954
1626220,1626157,1629652,1627739,1631094,1628960,1629673,1630200,GEN_LEVERAGE,50000,1626157|1626220|1627739|1628960|1629652|1629673|1630200|1631094
1630573,203954,1627742,1630200,1641730,1631114,1629004,1631128,GEN_LEVERAGE,48400,1627742|1629004|1630200|1630573|1631114|1631128|1641730|203954
1641731,203954,1630200,1627750,1630573,1642846,1629630,1642266,GEN_LEVERAGE,49900,1627750|1629630|1630200|1630573|1641731|1642266|1642846|203954
1628415,1627826,1626164,1630163,1626220,1630573,1630200,1642377,GEN_LEVERAGE,49600,1626164|1626220|1627826|1628415|1630163|1630200|1630573|1642377
1626162,1626157,1629656,1627739,1626220,1631094,1642962,1631096,GEN_LEVERAGE,50000,1626157|1626162|1626220|1627739|1629656|1631094|1631096|1642962
1642846,1629651,1627739,1629630,1631094,1642852,1629130,1642268,GEN_LEVERAGE,49900,1627739|1629130|1629630|1629651|1631094|1642268|1642846|1642852
1626220,1629651,1629673,1627739,1631094,1642846,1631128,1641710,GEN_LEVERAGE,50000,1626220|1627739|1629651|1629673|1631094|1631128|1641710|1642846
1641731,1628976,1627742,1627750,1626220,1628970,1642266,1642846,GEN_LEVERAGE,49700,1626220|1627742|1627750|1628970|1628976|1641731|1642266|1642846
1642846,1626157,1627742,1642285,1628374,1642852,1629611,1642849,GEN_LEVERAGE,49400,1626157|1627742|1628374|1629611|1642285|1642846|1642849|1642852
1626220,1642852,1627739,1641710,1631094,1641731,1642268,1642461,GEN_LEVERAGE,49900,1626220|1627739|1631094|1641710|1641731|1642268|1642461|1642852
1628960,1629651,1629611,1627739,1626220,1630598,1627750,1630178,GEN_LEVERAGE,49900,1626220|1627739|1627750|1628960|1629611|1629651|1630178|1630598
1627759,203954,1629673,1642266,1626220,1629627,1642849,1641731,GEN_LEVERAGE,49900,1626220|1627759|1629627|1629673|1641731|1642266|1642849|203954
1642346,1628976,1629004,1630200,1628970,1630552,1642266,203954,GEN_LEVERAGE,49800,1628970|1628976|1629004|1630200|1630552|1642266|1642346|203954
1630573,1642259,1629652,1642268,1628970,1631094,1642285,1642846,GEN_LEVERAGE,49300,1628970|1629652|1630573|1631094|1642259|1642268|1642285|1642846
1628960,1642259,1642266,1628983,1641730,1631114,1642285,201587,GEN_LEVERAGE,50000,1628960|1628983|1631114|1641730|1642259|1642266|1642285|201587
1626220,202696,1642962,1629630,1628970,1631094,1642347,1642846,GEN_LEVERAGE,49900,1626220|1628970|1629630|1631094|1642347|1642846|1642962|202696
1626220,1629651,1627739,1628983,1628374,1630573,1629673,1629674,GEN_LEVERAGE,50000,1626220|1627739|1628374|1628983|1629651|1629673|1629674|1630573
1629008,1628976,1629611,1628971,1626220,1630573,1641710,203954,GEN_LEVERAGE,49200,1626220|1628971|1628976|1629008|1629611|1630573|1641710|203954
1630598,202696,1628960,1627739,1628374,1631094,1629130,203501,GEN_LEVERAGE,49900,1627739|1628374|1628960|1629130|1630598|1631094|202696|203501
1626220,202696,1629611,1629630,1628970,1629628,1631128,1642285,GEN_LEVERAGE,49800,1626220|1628970|1629611|1629628|1629630|1631128|1642285|202696
1628969,1628976,1629611,1642285,1628374,1630598,1629652,202695,GEN_LEVERAGE,49600,1628374|1628969|1628976|1629611|1629652|1630598|1642285|202695
1626220,1628976,1628379,1626164,1628374,1642461,1631128,1642259,GEN_LEVERAGE,49300,1626164|1626220|1628374|1628379|1628976|1631128|1642259|1642461
1627759,1628976,1628379,1626164,1626220,1641731,1629611,1642285,GEN_LEVERAGE,48400,1626164|1626220|1627759|1628379|1628976|1629611|1641731|1642285
1631114,1628976,1630200,1629673,1630573,203501,1642285,203954,GEN_LEVERAGE,49200,1628976|1629673|1630200|1630573|1631114|1642285|203501|203954
1626220,1630168,1629130,1628971,1631094,1629008,1629656,203501,GEN_LEVERAGE,50000,1626220|1628971|1629008|1629130|1629656|1630168|1631094|203501
1626220,1629651,1629004,1626164,1630552,1641730,1630557,1642285,GEN_LEVERAGE,50000,1626164|1626220|1629004|1629651|1630552|1630557|1641730|1642285
1626220,1627826,1631128,1626164,1642346,1629008,1629630,201587,GEN_LEVERAGE,49600,1626164|1626220|1627826|1629008|1629630|1631128|1642346|201587
1626162,203954,1627739,1628379,1628970,1642346,1628983,203501,GEN_LEVERAGE,49800,1626162|1627739|1628379|1628970|1628983|1642346|203501|203954
1626220,203954,1629004,1630200,1631094,1629008,1642347,1642275,GEN_LEVERAGE,50000,1626220|1629004|1629008|1630200|1631094|1642275|1642347|203954
1641731,1630168,1628379,1627739,1631094,202331,1629004,203954,GEN_LEVERAGE,50000,1627739|1628379|1629004|1630168|1631094|1641731|202331|203954
1626220,1642852,1629611,1630178,1628970,1631094,1642266,201587,GEN_LEVERAGE,49500,1626220|1628970|1629611|1630178|1631094|1642266|1642852|201587
